1700253838.206111	107.000000	11.718750	-23.437500	-28.320312	0.000000
1700253838.207464	107.000000	5.859375	-19.531250	-21.972656	-15.136719
1700253838.208816	107.000000	80.078125	-19.531250	-18.066406	2.929688
1700253838.210169	107.000000	116.210938	-24.902344	-17.578125	22.949219
1700253838.211521	107.000000	42.480469	-26.855469	-22.460938	-0.488281
1700253838.212874	107.000000	-4.394531	-31.738281	-24.414062	-14.160156
1700253838.214226	107.000000	40.039062	-27.343750	-22.949219	-3.906250
1700253838.215579	107.000000	104.492188	-23.925781	-20.019531	-11.718750
1700253838.216931	107.000000	45.410156	-33.203125	-14.160156	-11.230469
1700253838.218284	107.000000	3.906250	-31.250000	-14.160156	18.066406
1700253838.219636	107.000000	45.410156	-25.878906	-20.019531	6.347656
1700253838.220989	107.000000	99.121094	-17.578125	-27.832031	3.906250
1700253838.224739	108.000000	72.753906	-17.089844	-20.507812	15.625000
1700253838.228490	108.000000	-35.644531	-25.390625	-12.695312	21.484375
1700253838.232241	108.000000	-5.371094	-22.949219	-16.601562	-1.953125
1700253838.235991	108.000000	98.632812	-23.437500	-14.160156	-48.828125
1700253838.239742	108.000000	79.101562	-27.343750	-10.253906	-41.992188
1700253838.243493	108.000000	-30.273438	-23.925781	-10.742188	-39.062500
1700253838.247243	108.000000	-20.019531	-24.414062	-18.554688	-34.667969
1700253838.250994	108.000000	53.710938	-21.972656	-25.878906	-25.878906
1700253838.254745	108.000000	83.007812	-18.554688	-20.507812	-43.945312
1700253838.258495	108.000000	28.808594	-22.460938	-12.207031	-46.386719
1700253838.262246	108.000000	-0.488281	-22.949219	-24.902344	-46.386719
1700253838.265996	108.000000	78.125000	-19.531250	-26.367188	-33.691406
1700253838.269738	109.000000	110.351562	-23.925781	-18.554688	-16.113281
1700253838.273479	109.000000	37.109375	-22.949219	-28.808594	-40.527344
1700253838.277220	109.000000	-13.183594	-10.253906	-31.250000	-39.550781
1700253838.280961	109.000000	54.199219	-13.183594	-26.367188	-10.253906
1700253838.284703	109.000000	118.652344	-17.578125	-23.437500	-30.761719
1700253838.288444	109.000000	83.007812	-15.136719	-21.972656	-79.101562
1700253838.292185	109.000000	17.578125	-15.136719	-22.460938	-63.964844
1700253838.295926	109.000000	46.875000	-11.230469	-27.343750	-29.785156
1700253838.299667	109.000000	117.187500	-12.695312	-32.714844	-17.578125
1700253838.303409	109.000000	110.839844	-14.160156	-30.273438	-20.019531
1700253838.307150	109.000000	24.414062	-10.742188	-29.785156	-6.835938
1700253838.310891	109.000000	4.882812	-12.207031	-28.808594	-37.597656
1700253838.315740	110.000000	83.496094	-9.765625	-21.972656	-27.343750
1700253838.320589	110.000000	136.718750	-8.300781	-21.484375	-22.949219
1700253838.325438	110.000000	68.359375	-8.300781	-28.320312	-33.691406
1700253838.330287	110.000000	27.343750	0.000000	-27.343750	-8.300781
1700253838.335136	110.000000	79.101562	-4.394531	-17.578125	-10.253906
1700253838.339985	110.000000	125.488281	-11.718750	-12.695312	-8.789062
1700253838.344834	110.000000	102.539062	-13.671875	-21.484375	-32.714844
1700253838.349684	110.000000	24.902344	-19.042969	-24.414062	-31.250000
1700253838.354532	110.000000	49.316406	-17.089844	-16.113281	-21.972656
1700253838.359381	110.000000	131.835938	-13.183594	-12.695312	-16.601562
1700253838.364231	110.000000	93.750000	-14.160156	-18.066406	-33.691406
1700253838.369080	110.000000	-5.859375	-15.625000	-20.996094	-55.664062
1700253838.371851	111.000000	7.812500	-18.066406	-17.089844	-39.062500
1700253838.374622	111.000000	98.632812	-16.601562	-20.507812	-16.113281
1700253838.377393	111.000000	105.957031	-21.972656	-16.601562	-41.015625
1700253838.380164	111.000000	10.253906	-19.531250	-15.625000	-50.292969
1700253838.382935	111.000000	-33.691406	-14.160156	-20.996094	-39.062500
1700253838.385706	111.000000	50.781250	-18.554688	-17.578125	-13.183594
1700253838.388477	111.000000	108.886719	-16.601562	-19.042969	-35.644531
1700253838.391248	111.000000	40.039062	-7.812500	-19.531250	-47.851562
1700253838.394020	111.000000	-8.789062	-13.671875	-15.625000	-2.441406
1700253838.396791	111.000000	50.292969	-18.066406	-17.089844	-25.878906
1700253838.399562	111.000000	104.980469	-12.207031	-17.578125	-43.457031
1700253838.402333	111.000000	90.332031	-11.230469	-17.578125	-42.968750
1700253838.408356	112.000000	0.000000	-9.277344	-16.601562	-48.828125
1700253838.414379	112.000000	46.875000	-11.718750	-17.578125	-4.882812
1700253838.420402	112.000000	131.835938	-5.859375	-21.972656	-4.394531
1700253838.426425	112.000000	72.265625	-7.324219	-16.113281	-50.292969
1700253838.432448	112.000000	5.371094	-14.648438	-18.554688	-41.503906
1700253838.438471	112.000000	7.812500	-9.277344	-22.949219	-38.085938
1700253838.444494	112.000000	85.937500	-3.906250	-18.554688	-32.226562
1700253838.450517	112.000000	104.492188	-3.906250	-25.878906	-19.042969
1700253838.456540	112.000000	21.484375	-8.300781	-25.878906	-28.808594
1700253838.462563	112.000000	-0.488281	-4.882812	-22.460938	-7.812500
1700253838.468586	112.000000	77.148438	-5.859375	-25.878906	8.300781
1700253838.474609	112.000000	123.535156	-6.835938	-25.878906	-13.671875
1700253838.477228	113.000000	52.246094	-7.812500	-24.414062	-45.410156
1700253838.479847	113.000000	-12.695312	-7.812500	-26.855469	-57.617188
1700253838.482466	113.000000	36.621094	-4.882812	-28.320312	-41.503906
1700253838.485085	113.000000	123.046875	-2.441406	-23.437500	-30.273438
1700253838.487704	113.000000	68.847656	-4.882812	-23.437500	-41.015625
1700253838.490323	113.000000	-3.417969	-2.441406	-25.390625	-27.343750
1700253838.492942	113.000000	19.042969	-4.882812	-20.507812	2.929688
1700253838.495561	113.000000	64.941406	-15.625000	-17.578125	12.695312
1700253838.498180	113.000000	66.406250	-19.531250	-22.460938	-11.718750
1700253838.500799	113.000000	-3.906250	-19.042969	-29.296875	-20.507812
1700253838.503418	113.000000	0.000000	-20.996094	-21.484375	-30.273438
1700253838.506037	113.000000	66.406250	-19.042969	-13.183594	-15.625000
1700253838.509781	114.000000	95.214844	-14.648438	-24.414062	-10.253906
1700253838.513526	114.000000	0.976562	-12.695312	-30.761719	-16.601562
1700253838.517271	114.000000	-42.480469	-10.742188	-21.484375	-4.882812
1700253838.521015	114.000000	50.781250	-12.695312	-19.531250	-2.929688
1700253838.524760	114.000000	81.542969	-14.160156	-22.460938	-36.132812
1700253838.528505	114.000000	20.996094	-9.765625	-21.484375	-44.921875
1700253838.532249	114.000000	-38.085938	-15.136719	-20.507812	-38.085938
1700253838.535994	114.000000	1.464844	-12.695312	-23.925781	-14.160156
1700253838.539739	114.000000	63.964844	-5.859375	-20.019531	7.812500
